Step,AgentID,FirmType,Profit,Inventory,ProductPrice,RevenuePerEmployee,ProductionLevel,NumEmployees,EntryWage,DemandReceived,InventoryDemandRatio,SellThroughRate,ProductionCost,ProductionCapacity,Revenue,Costs,IncomeBracket,NumPeople,SpendRatio,IncomeTaxRate,PostTaxIncome,HouseholdExpense,HouseholdSavings,HealthLevel,Welfare,SkillLevel,SkillType,JobLevel,IsEmployed,Wage
1,24,necessity,0.0,0.0,0.0,0.0,0.9064660331311702,38.0,20409.0,0.0,,,2.1210234504974643,4281.0,0.0,0.0,,,,,,,,,,,,,0,
1,25,necessity,0.0,0.0,0.0,0.0,0.7646056911299308,104.0,23151.0,0.0,,,3.9640458032323718,8995.0,0.0,0.0,,,,,,,,,,,,,0,
1,26,necessity,0.0,0.0,0.0,0.0,0.8010750910115836,84.0,20784.0,0.0,,,2.452264640308875,6785.0,0.0,0.0,,,,,,,,,,,,,0,
1,27,necessity,0.0,0.0,0.0,0.0,0.7952790575007896,41.0,20887.0,0.0,,,2.407132467132703,5197.0,0.0,0.0,,,,,,,,,,,,,0,
1,28,necessity,0.0,0.0,0.0,0.0,0.7305899162440777,32.0,21757.0,0.0,,,1.8557821568219932,3551.0,0.0,0.0,,,,,,,,,,,,,0,
1,29,necessity,0.0,0.0,0.0,0.0,0.7922912029894676,43.0,20248.0,0.0,,,3.0341733851007193,5836.0,0.0,0.0,,,,,,,,,,,,,0,
1,30,necessity,0.0,0.0,0.0,0.0,0.8000445256991989,16.0,19054.0,0.0,,,2.28432581709554,3347.0,0.0,0.0,,,,,,,,,,,,,0,
1,31,necessity,0.0,0.0,0.0,0.0,0.8688890154510382,32.0,20227.0,0.0,,,2.315928742105291,4962.0,0.0,0.0,,,,,,,,,,,,,0,
1,32,necessity,0.0,0.0,0.0,0.0,0.8038467427897292,22.0,18646.0,0.0,,,3.1276022986326675,6916.0,0.0,0.0,,,,,,,,,,,,,0,
1,33,necessity,0.0,0.0,0.0,0.0,0.8157825372262685,46.0,18160.0,0.0,,,2.2302366451169595,4536.0,0.0,0.0,,,,,,,,,,,,,0,
1,34,necessity,0.0,0.0,0.0,0.0,0.8800038305788969,22.0,21302.0,0.0,,,2.5315345419607604,5938.0,0.0,0.0,,,,,,,,,,,,,0,
1,35,necessity,0.0,0.0,0.0,0.0,0.834233674700533,45.0,20049.0,0.0,,,2.2002429343207144,5568.0,0.0,0.0,,,,,,,,,,,,,0,
1,36,necessity,0.0,0.0,0.0,0.0,0.6866217311038249,29.0,19523.0,0.0,,,2.291289841854908,4151.0,0.0,0.0,,,,,,,,,,,,,0,
1,37,necessity,0.0,0.0,0.0,0.0,0.6321404968345581,39.0,18630.0,0.0,,,2.877505629997528,6548.0,0.0,0.0,,,,,,,,,,,,,0,
1,38,necessity,0.0,0.0,0.0,0.0,0.6947718278872742,29.0,19313.0,0.0,,,2.36454912740239,6016.0,0.0,0.0,,,,,,,,,,,,,0,
1,39,necessity,0.0,0.0,0.0,0.0,0.8002202329790636,17.0,21932.0,0.0,,,2.1190164733099586,3162.0,0.0,0.0,,,,,,,,,,,,,0,
1,40,necessity,0.0,0.0,0.0,0.0,0.6551488539896416,46.0,18375.0,0.0,,,2.9882685485873743,6749.0,0.0,0.0,,,,,,,,,,,,,0,
1,41,necessity,0.0,0.0,0.0,0.0,0.8205006083265958,24.0,20070.0,0.0,,,3.1196794401063443,3340.0,0.0,0.0,,,,,,,,,,,,,0,
1,42,necessity,0.0,0.0,0.0,0.0,0.6580500053153298,33.0,21084.0,0.0,,,3.011555121278337,4309.0,0.0,0.0,,,,,,,,,,,,,0,
1,43,necessity,0.0,0.0,0.0,0.0,0.7305293702236626,42.0,19265.0,0.0,,,1.5607901937039153,6387.0,0.0,0.0,,,,,,,,,,,,,0,
1,44,necessity,0.0,0.0,0.0,0.0,0.7994514657645154,29.0,19847.0,0.0,,,1.6966855310684055,5765.0,0.0,0.0,,,,,,,,,,,,,0,
1,45,necessity,0.0,0.0,0.0,0.0,0.7430959744394552,39.0,19893.0,0.0,,,2.3172362178676473,5501.0,0.0,0.0,,,,,,,,,,,,,0,
1,46,necessity,0.0,0.0,0.0,0.0,0.7124877994901248,45.0,19409.0,0.0,,,1.627040747419284,4317.0,0.0,0.0,,,,,,,,,,,,,0,
1,47,necessity,0.0,0.0,0.0,0.0,0.8055028525349878,23.0,18224.0,0.0,,,2.917853104729551,5919.0,0.0,0.0,,,,,,,,,,,,,0,
1,48,necessity,0.0,0.0,0.0,0.0,0.6518458923472085,15.0,19991.0,0.0,,,1.775798999720888,4463.0,0.0,0.0,,,,,,,,,,,,,0,
1,49,necessity,0.0,0.0,0.0,0.0,0.8321894703001027,16.0,18508.0,0.0,,,2.7155648432340014,3897.0,0.0,0.0,,,,,,,,,,,,,0,
1,50,necessity,0.0,0.0,0.0,0.0,0.6878010782496413,26.0,20967.0,0.0,,,2.484843990361547,3716.0,0.0,0.0,,,,,,,,,,,,,0,
1,51,necessity,0.0,0.0,0.0,0.0,0.7362406749017492,37.0,18844.0,0.0,,,2.6869178687131035,6583.0,0.0,0.0,,,,,,,,,,,,,0,
1,52,necessity,0.0,0.0,0.0,0.0,0.853527423714014,34.0,19473.0,0.0,,,1.7960524183044555,4953.0,0.0,0.0,,,,,,,,,,,,,0,
1,53,necessity,0.0,0.0,0.0,0.0,0.8518705585738293,30.0,18032.0,0.0,,,2.1717375733013133,6581.0,0.0,0.0,,,,,,,,,,,,,0,
1,54,necessity,0.0,0.0,0.0,0.0,0.8317835684251578,23.0,21422.0,0.0,,,2.690575183701153,3801.0,0.0,0.0,,,,,,,,,,,,,0,
1,55,necessity,0.0,0.0,0.0,0.0,0.8334063097915348,24.0,19873.0,0.0,,,2.9646892538430496,4616.0,0.0,0.0,,,,,,,,,,,,,0,
1,56,necessity,0.0,0.0,0.0,0.0,0.847740538175689,28.0,21093.0,0.0,,,2.0763893181331428,4056.0,0.0,0.0,,,,,,,,,,,,,0,
1,57,necessity,0.0,0.0,0.0,0.0,0.715480545904296,5.0,30535.0,0.0,,,6.292488829416171,749.0,0.0,0.0,,,,,,,,,,,,,0,
1,58,necessity,0.0,0.0,0.0,0.0,0.7009325827408459,9.0,32461.0,0.0,,,9.212119236495962,1450.0,0.0,0.0,,,,,,,,,,,,,0,
1,59,necessity,0.0,0.0,0.0,0.0,0.7759356125120838,5.0,29029.0,0.0,,,6.7988910896088,1220.0,0.0,0.0,,,,,,,,,,,,,0,
1,60,necessity,0.0,0.0,0.0,0.0,0.8562601234423014,7.0,25368.0,0.0,,,7.422097053691012,999.0,0.0,0.0,,,,,,,,,,,,,0,
1,61,necessity,0.0,0.0,0.0,0.0,0.707758648032591,5.0,33700.0,0.0,,,6.041188338713538,1970.0,0.0,0.0,,,,,,,,,,,,,0,
1,62,necessity,0.0,0.0,0.0,0.0,0.8719031491901705,8.0,31486.0,0.0,,,8.487833767620224,1358.0,0.0,0.0,,,,,,,,,,,,,0,
1,63,necessity,0.0,0.0,0.0,0.0,0.6994081342021761,8.0,33593.0,0.0,,,12.020006599851689,1899.0,0.0,0.0,,,,,,,,,,,,,0,
1,64,necessity,0.0,0.0,0.0,0.0,0.8389278384039675,7.0,26406.0,0.0,,,5.040434657131988,847.0,0.0,0.0,,,,,,,,,,,,,0,
1,65,necessity,0.0,0.0,0.0,0.0,0.6219204572097792,11.0,25886.0,0.0,,,6.199670796524494,676.0,0.0,0.0,,,,,,,,,,,,,0,
1,66,necessity,0.0,0.0,0.0,0.0,0.8497654877697464,12.0,32662.0,0.0,,,10.555873512204734,1515.0,0.0,0.0,,,,,,,,,,,,,0,
1,67,necessity,0.0,0.0,0.0,0.0,0.6254784260776738,9.0,25747.0,0.0,,,7.640523618084153,924.0,0.0,0.0,,,,,,,,,,,,,0,
1,68,necessity,0.0,0.0,0.0,0.0,0.7838782923217834,6.0,31496.0,0.0,,,14.631957408548285,612.0,0.0,0.0,,,,,,,,,,,,,0,
1,69,necessity,0.0,0.0,0.0,0.0,0.8814441970906566,8.0,34173.0,0.0,,,12.006810045938023,749.0,0.0,0.0,,,,,,,,,,,,,0,
1,70,necessity,0.0,0.0,0.0,0.0,0.685776044656297,6.0,30288.0,0.0,,,12.288439106090118,1881.0,0.0,0.0,,,,,,,,,,,,,0,
1,71,necessity,0.0,0.0,0.0,0.0,0.8981023249432533,6.0,31352.0,0.0,,,5.104651669316259,727.0,0.0,0.0,,,,,,,,,,,,,0,
1,72,necessity,0.0,0.0,0.0,0.0,0.6182747781282252,6.0,34367.0,0.0,,,14.019743466555127,1238.0,0.0,0.0,,,,,,,,,,,,,0,
1,73,necessity,0.0,0.0,0.0,0.0,0.6221428118696795,9.0,30276.0,0.0,,,11.681650123249522,548.0,0.0,0.0,,,,,,,,,,,,,0,
1,74,necessity,0.0,0.0,0.0,0.0,0.8196838906592313,12.0,31598.0,0.0,,,10.678696554462542,1497.0,0.0,0.0,,,,,,,,,,,,,0,
1,75,necessity,0.0,0.0,0.0,0.0,0.7806514131236131,6.0,27358.0,0.0,,,11.861022416711137,868.0,0.0,0.0,,,,,,,,,,,,,0,
1,76,necessity,0.0,0.0,0.0,0.0,0.6380689181314112,6.0,28427.0,0.0,,,11.202872885021621,1556.0,0.0,0.0,,,,,,,,,,,,,0,
1,77,necessity,0.0,0.0,0.0,0.0,0.726240897391666,8.0,31839.0,0.0,,,11.86945981034825,1608.0,0.0,0.0,,,,,,,,,,,,,0,
1,78,necessity,0.0,0.0,0.0,0.0,0.6984658375977861,4.0,29636.0,0.0,,,6.813260551670828,1028.0,0.0,0.0,,,,,,,,,,,,,0,
1,79,necessity,0.0,0.0,0.0,0.0,0.6854303376707023,6.0,26889.0,0.0,,,9.687314515910579,935.0,0.0,0.0,,,,,,,,,,,,,0,
1,80,necessity,0.0,0.0,0.0,0.0,0.6428042687121059,10.0,28465.0,0.0,,,13.705326500543254,1125.0,0.0,0.0,,,,,,,,,,,,,0,
1,81,necessity,0.0,0.0,0.0,0.0,0.6303616837971354,9.0,31806.0,0.0,,,10.559202502439497,612.0,0.0,0.0,,,,,,,,,,,,,0,
1,82,necessity,0.0,0.0,0.0,0.0,0.6289608005631516,11.0,32191.0,0.0,,,9.267582985602946,1280.0,0.0,0.0,,,,,,,,,,,,,0,
1,83,necessity,0.0,0.0,0.0,0.0,0.7672335570867073,9.0,28085.0,0.0,,,6.419209632604418,808.0,0.0,0.0,,,,,,,,,,,,,0,
1,84,necessity,0.0,0.0,0.0,0.0,0.66552322631977,10.0,29597.0,0.0,,,13.152190757080911,1855.0,0.0,0.0,,,,,,,,,,,,,0,
1,85,necessity,0.0,0.0,0.0,0.0,0.6173554575690124,10.0,31452.0,0.0,,,14.320090509453161,640.0,0.0,0.0,,,,,,,,,,,,,0,
1,86,necessity,0.0,0.0,0.0,0.0,0.6966412302976315,6.0,26010.0,0.0,,,9.796269576824464,1271.0,0.0,0.0,,,,,,,,,,,,,0,
1,87,luxury,0.0,0.0,0.0,0.0,0.6445088247841763,39.0,65225.0,0.0,,,96.92840037570863,472.0,0.0,0.0,,,,,,,,,,,,,0,
1,88,luxury,0.0,0.0,0.0,0.0,0.6000052714296327,68.0,64501.0,0.0,,,129.63171753439647,495.0,0.0,0.0,,,,,,,,,,,,,0,
1,89,luxury,0.0,0.0,0.0,0.0,0.6195600699041738,47.0,72088.0,0.0,,,190.92242972723585,490.0,0.0,0.0,,,,,,,,,,,,,0,
1,90,luxury,0.0,0.0,0.0,0.0,0.7632562922833243,14.0,61711.0,0.0,,,137.5567593752656,600.0,0.0,0.0,,,,,,,,,,,,,0,
1,91,luxury,0.0,0.0,0.0,0.0,0.8560931023907725,58.0,60357.0,0.0,,,90.78808275033597,442.0,0.0,0.0,,,,,,,,,,,,,0,
1,92,luxury,0.0,0.0,0.0,0.0,0.8188586522083088,76.0,71580.0,0.0,,,192.7703750322161,423.0,0.0,0.0,,,,,,,,,,,,,0,
1,93,luxury,0.0,0.0,0.0,0.0,0.6747180619269109,66.0,65436.0,0.0,,,53.277759354605266,442.0,0.0,0.0,,,,,,,,,,,,,0,
1,94,luxury,0.0,0.0,0.0,0.0,0.5167986931498822,15.0,69770.0,0.0,,,55.64289747015677,666.0,0.0,0.0,,,,,,,,,,,,,0,
1,95,luxury,0.0,0.0,0.0,0.0,0.55391754255059,38.0,67279.0,0.0,,,175.44939980145534,347.0,0.0,0.0,,,,,,,,,,,,,0,
1,96,luxury,0.0,0.0,0.0,0.0,0.7359884980184888,39.0,68807.0,0.0,,,89.34505632525378,674.0,0.0,0.0,,,,,,,,,,,,,0,
1,97,luxury,0.0,0.0,0.0,0.0,0.628876918924766,16.0,46978.0,0.0,,,54.597934842423115,308.0,0.0,0.0,,,,,,,,,,,,,0,
1,98,luxury,0.0,0.0,0.0,0.0,0.6620118264551027,30.0,56573.0,0.0,,,51.245664368196735,207.0,0.0,0.0,,,,,,,,,,,,,0,
1,99,luxury,0.0,0.0,0.0,0.0,0.4118600964225385,25.0,54927.0,0.0,,,91.79883426370787,398.0,0.0,0.0,,,,,,,,,,,,,0,
1,100,luxury,0.0,0.0,0.0,0.0,0.6996812605684615,23.0,53284.0,0.0,,,48.9897149374068,484.0,0.0,0.0,,,,,,,,,,,,,0,
1,101,luxury,0.0,0.0,0.0,0.0,0.4282024146866607,20.0,49329.0,0.0,,,65.19066863327981,398.0,0.0,0.0,,,,,,,,,,,,,0,
1,102,luxury,0.0,0.0,0.0,0.0,0.6951388792247849,29.0,58888.0,0.0,,,75.20471241394945,379.0,0.0,0.0,,,,,,,,,,,,,0,
1,103,luxury,0.0,0.0,0.0,0.0,0.6913565229720924,25.0,62176.0,0.0,,,92.85065443865574,196.0,0.0,0.0,,,,,,,,,,,,,0,
1,104,luxury,0.0,0.0,0.0,0.0,0.7100831347162972,8.0,51657.0,0.0,,,106.37578951428006,165.0,0.0,0.0,,,,,,,,,,,,,0,
1,105,luxury,0.0,0.0,0.0,0.0,0.867597676714704,9.0,59240.0,0.0,,,118.47675856359395,362.0,0.0,0.0,,,,,,,,,,,,,0,
1,106,luxury,0.0,0.0,0.0,0.0,0.706511842672326,15.0,64804.0,0.0,,,111.97970482664928,269.0,0.0,0.0,,,,,,,,,,,,,0,
1,107,luxury,0.0,0.0,0.0,0.0,0.8013300239295936,13.0,77103.0,0.0,,,141.3743792749517,317.0,0.0,0.0,,,,,,,,,,,,,0,
1,108,luxury,0.0,0.0,0.0,0.0,0.7760846364795463,7.0,66084.0,0.0,,,88.88590764404479,121.0,0.0,0.0,,,,,,,,,,,,,0,
1,109,luxury,0.0,0.0,0.0,0.0,0.7176554080124871,19.0,77432.0,0.0,,,102.19074097899912,124.0,0.0,0.0,,,,,,,,,,,,,0,
1,110,luxury,0.0,0.0,0.0,0.0,0.7257740212120107,7.0,77277.0,0.0,,,102.12721532034314,262.0,0.0,0.0,,,,,,,,,,,,,0,
1,111,luxury,0.0,0.0,0.0,0.0,0.7518619024869089,16.0,76402.0,0.0,,,86.7656845153744,137.0,0.0,0.0,,,,,,,,,,,,,0,
2,2,necessity,-626627.4318557455,6933.0,95.80629996701052,0.0,0.7797965154658496,30.0,20236.0,0.0,,,2.8194766848039143,8891.0,0.0,626627.4318557455,,,,,,,,,,,,,0,
2,3,necessity,-1537699.969232118,5235.0,311.35854194358865,0.0,0.8142062827820167,69.0,21953.0,0.0,,,4.3826111236137395,6430.0,0.0,1537699.969232118,,,,,,,,,,,,,0,
2,4,necessity,-876853.2909451477,3440.0,270.19316515455336,0.0,0.7422402908321949,40.0,21637.0,0.0,,,3.306189228240619,4634.0,0.0,876853.2909451477,,,,,,,,,,,,,0,
2,5,necessity,-1650906.302370943,6854.0,255.31962069709365,0.0,0.8109247814420832,79.0,20648.0,0.0,,,2.876320742769594,8452.0,0.0,1650906.302370943,,,,,,,,,,,,,0,
2,6,necessity,-2067408.0247339054,4229.0,518.1963834712091,0.0,0.9501010170454707,98.0,20931.0,0.0,,,3.823604808206529,4451.0,0.0,2067408.0247339054,,,,,,,,,,,,,0,
2,7,necessity,-728284.6175164923,4701.0,164.21648466353227,0.0,0.745292775700606,34.0,20918.0,0.0,,,3.6316991100813274,6307.0,0.0,728284.6175164923,,,,,,,,,,,,,0,
2,8,necessity,-2644740.038994664,7354.0,381.2108296101622,0.0,0.9799716877418652,108.0,24351.0,0.0,,,2.0168668744443856,7504.0,0.0,2644740.038994664,,,,,,,,,,,,,0,
2,9,necessity,-934998.0279262324,4384.0,226.07160341599788,0.0,0.7923479941920679,46.0,20034.0,0.0,,,3.0643311875530204,5533.0,0.0,934998.0279262324,,,,,,,,,,,,,0,
2,10,necessity,-621436.4775480806,6285.0,104.80869786732804,0.0,0.7854082857779029,30.0,20046.0,0.0,,,3.191165878771783,8002.0,0.0,621436.4775480806,,,,,,,,,,,,,0,
2,11,necessity,-1381180.880583133,5588.0,261.9992364273661,0.0,0.727113109546248,59.0,23107.0,0.0,,,3.197544843080358,7685.0,0.0,1381180.880583133,,,,,,,,,,,,,0,
2,12,necessity,-1484678.3979907827,5947.0,264.630755272507,0.0,0.8658443503824542,64.0,22973.0,0.0,,,2.4224647706041385,6868.0,0.0,1484678.3979907827,,,,,,,,,,,,,0,
2,13,necessity,-1827570.7084837987,5432.0,356.63198649414477,0.0,0.9893293778861924,84.0,21605.0,0.0,,,2.3473321951028288,5491.0,0.0,1827570.7084837987,,,,,,,,,,,,,0,
2,14,necessity,-2245342.929251457,7101.0,335.17300446012837,0.0,0.9517152276408268,102.0,21850.0,0.0,,,2.3437444376083825,7461.0,0.0,2245342.929251457,,,,,,,,,,,,,0,
2,15,necessity,-768291.4233515968,4937.0,164.95623021829783,0.0,0.8936609980700482,32.0,23487.0,0.0,,,3.38412464079335,5525.0,0.0,768291.4233515968,,,,,,,,,,,,,0,
2,16,necessity,-1613627.4502612175,3138.0,545.074919289935,0.0,0.7207212649629192,78.0,20601.0,0.0,,,2.150876437609153,4354.0,0.0,1613627.4502612175,,,,,,,,,,,,,0,
2,17,necessity,-1299070.7038333344,7041.0,195.57093393946363,0.0,0.9177095406535813,60.0,21277.0,0.0,,,3.188567509350146,7672.0,0.0,1299070.7038333344,,,,,,,,,,,,,0,
2,18,necessity,-909056.793082811,6751.0,142.73443942009263,0.0,0.9189273581300175,39.0,22609.0,0.0,,,4.044703463607032,7347.0,0.0,909056.793082811,,,,,,,,,,,,,0,
2,19,necessity,-1848219.2626382108,5353.0,365.98401233523623,0.0,0.7953461512804021,79.0,23131.0,0.0,,,3.8987974291445564,6731.0,0.0,1848219.2626382108,,,,,,,,,,,,,0,
2,20,necessity,-1900987.676072267,4920.0,409.56238541200014,0.0,0.8510392339454504,87.0,21684.0,0.0,,,2.9430235919241685,5781.0,0.0,1900987.676072267,,,,,,,,,,,,,0,
2,21,necessity,-1389876.0902141922,6552.0,224.857853388612,0.0,0.9991644893267931,64.0,21484.0,0.0,,,2.274128543069608,6557.0,0.0,1389876.0902141922,,,,,,,,,,,,,0,
2,22,necessity,-1403397.3599951246,6188.0,240.40096983749694,0.0,0.7431475717684336,57.0,24407.0,0.0,,,1.9712928240343435,8327.0,0.0,1403397.3599951246,,,,,,,,,,,,,0,
2,23,necessity,-1732101.1735306473,5968.0,307.6453156224599,0.0,0.8453097192262353,71.0,24096.0,0.0,,,3.566550524572253,7060.0,0.0,1732101.1735306473,,,,,,,,,,,,,0,
2,24,necessity,-783773.6920113807,3881.0,214.06856823447436,0.0,0.9064660331311702,38.0,20409.0,0.0,,,2.1210234504974643,4281.0,0.0,783773.6920113807,,,,,,,,,,,,,0,
2,25,necessity,-2434968.707034632,6878.0,375.2641507824144,0.0,0.7646056911299308,104.0,23151.0,0.0,,,3.9640458032323718,8995.0,0.0,2434968.707034632,,,,,,,,,,,,,0,
2,26,necessity,-1759184.0583200788,5435.0,343.0975347702274,0.0,0.8010750910115836,84.0,20784.0,0.0,,,2.452264640308875,6785.0,0.0,1759184.0583200788,,,,,,,,,,,,,0,
2,27,necessity,-866315.6784866594,4133.0,219.0418300990847,0.0,0.7952790575007896,41.0,20887.0,0.0,,,2.407132467132703,5197.0,0.0,866315.6784866594,,,,,,,,,,,,,0,
2,28,necessity,-701037.8989147963,2594.0,282.41503626967886,0.0,0.7305899162440777,32.0,21757.0,0.0,,,1.8557821568219932,3551.0,0.0,701037.8989147963,,,,,,,,,,,,,0,
2,29,necessity,-884694.0177327057,4624.0,199.93625612689036,0.0,0.7922912029894676,43.0,20248.0,0.0,,,3.0341733851007193,5836.0,0.0,884694.0177327057,,,,,,,,,,,,,0,
2,30,necessity,-310981.42453818186,2678.0,121.3501077375093,0.0,0.8000445256991989,16.0,19054.0,0.0,,,2.28432581709554,3347.0,0.0,310981.42453818186,,,,,,,,,,,,,0,
2,31,necessity,-657247.9688072159,4311.0,159.318981035542,0.0,0.8688890154510382,32.0,20227.0,0.0,,,2.315928742105291,4962.0,0.0,657247.9688072159,,,,,,,,,,,,,0,
2,32,necessity,-427598.341178099,5559.0,80.38141148601044,0.0,0.8038467427897292,22.0,18646.0,0.0,,,3.1276022986326675,6916.0,0.0,427598.341178099,,,,,,,,,,,,,0,
2,33,necessity,-843611.8755869328,3700.0,238.26335398650846,0.0,0.8157825372262685,46.0,18160.0,0.0,,,2.2302366451169595,4536.0,0.0,843611.8755869328,,,,,,,,,,,,,0,
2,34,necessity,-481871.26798174495,5225.0,96.37425357790414,0.0,0.8800038305788969,22.0,21302.0,0.0,,,2.5315345419607604,5938.0,0.0,481871.26798174495,,,,,,,,,,,,,0,
2,35,necessity,-912425.1284299197,4645.0,205.2710998932174,0.0,0.834233674700533,45.0,20049.0,0.0,,,2.2002429343207144,5568.0,0.0,912425.1284299197,,,,,,,,,,,,,0,
2,36,necessity,-572697.1760492865,2850.0,209.9889644777247,0.0,0.6866217311038249,29.0,19523.0,0.0,,,2.291289841854908,4151.0,0.0,572697.1760492865,,,,,,,,,,,,,0,
2,37,necessity,-738479.9958025598,4139.0,186.4488029541498,0.0,0.6321404968345581,39.0,18630.0,0.0,,,2.877505629997528,6548.0,0.0,738479.9958025598,,,,,,,,,,,,,0,
2,38,necessity,-569960.815352542,4180.0,142.4902038040469,0.0,0.6947718278872742,29.0,19313.0,0.0,,,2.36454912740239,6016.0,0.0,569960.815352542,,,,,,,,,,,,,0,
2,39,necessity,-378205.11167747417,2530.0,156.2151547615594,0.0,0.8002202329790636,17.0,21932.0,0.0,,,2.1190164733099586,3162.0,0.0,378205.11167747417,,,,,,,,,,,,,0,
2,40,necessity,-858464.1235218534,4422.0,202.87087491575434,0.0,0.6551488539896416,46.0,18375.0,0.0,,,2.9882685485873743,6749.0,0.0,858464.1235218534,,,,,,,,,,,,,0,
2,41,necessity,-490227.92166589136,2740.0,186.9664883043394,0.0,0.8205006083265958,24.0,20070.0,0.0,,,3.1196794401063443,3340.0,0.0,490227.92166589136,,,,,,,,,,,,,0,
2,42,necessity,-704312.7703239453,2836.0,259.52286485507756,0.0,0.6580500053153298,33.0,21084.0,0.0,,,3.011555121278337,4309.0,0.0,704312.7703239453,,,,,,,,,,,,,0,
2,43,necessity,-816412.6470438224,4666.0,182.84423831503432,0.0,0.7305293702236626,42.0,19265.0,0.0,,,1.5607901937039153,6387.0,0.0,816412.6470438224,,,,,,,,,,,,,0,
2,44,necessity,-583383.0236126942,4609.0,132.27061391690057,0.0,0.7994514657645154,29.0,19847.0,0.0,,,1.6966855310684055,5765.0,0.0,583383.0236126942,,,,,,,,,,,,,0,
2,45,necessity,-785299.861658643,4088.0,200.74323758134508,0.0,0.7430959744394552,39.0,19893.0,0.0,,,2.3172362178676473,5501.0,0.0,785299.861658643,,,,,,,,,,,,,0,
