Step,AgentID,FirmType,Profit,IncomeBracket,NumPeople,SpendRatio,IncomeTaxRate,PostTaxIncome,HouseholdExpense,HouseholdSavings,HealthLevel,Welfare
1,100,,,low,1.0,0.98,0.15,0.0,0.0,0.0,0.0,0.0
1,101,,,high,1.0,0.81,0.15,0.0,0.0,0.0,0.0,0.0
1,102,,,low,3.0,0.55,0.15,0.0,0.0,0.0,0.0,0.0
1,103,,,high,2.0,0.81,0.15,0.0,0.0,0.0,0.0,0.0
1,104,,,middle,1.0,0.78,0.15,0.0,0.0,0.0,0.0,0.0
1,105,,,middle,4.0,0.41,0.15,0.0,0.0,0.0,0.0,0.0
1,106,,,high,1.0,0.61,0.15,0.0,0.0,0.0,0.0,0.0
1,107,,,middle,5.0,0.76,0.15,0.0,0.0,0.0,0.0,0.0
1,108,,,high,1.0,0.69,0.15,0.0,0.0,0.0,0.0,0.0
1,109,,,middle,2.0,0.6,0.15,0.0,0.0,0.0,0.0,0.0
1,110,,,middle,3.0,0.64,0.15,0.0,0.0,0.0,0.0,0.0
1,111,,,high,5.0,0.68,0.15,0.0,0.0,0.0,0.0,0.0
1,112,,,low,2.0,0.89,0.15,0.0,0.0,0.0,0.0,0.0
1,113,,,middle,1.0,0.5,0.15,0.0,0.0,0.0,0.0,0.0
1,114,,,high,4.0,0.99,0.15,0.0,0.0,0.0,0.0,0.0
1,115,,,high,1.0,0.81,0.15,0.0,0.0,0.0,0.0,0.0
1,116,,,low,3.0,0.72,0.15,0.0,0.0,0.0,0.0,0.0
1,117,,,middle,4.0,0.4,0.15,0.0,0.0,0.0,0.0,0.0
1,118,,,high,5.0,0.45,0.15,0.0,0.0,0.0,0.0,0.0
1,119,,,low,5.0,0.52,0.15,0.0,0.0,0.0,0.0,0.0
1,120,,,high,4.0,0.59,0.15,0.0,0.0,0.0,0.0,0.0
1,121,,,low,1.0,0.89,0.15,0.0,0.0,0.0,0.0,0.0
1,122,,,low,4.0,0.98,0.15,0.0,0.0,0.0,0.0,0.0
1,123,,,high,3.0,0.87,0.15,0.0,0.0,0.0,0.0,0.0
1,124,,,low,5.0,0.88,0.15,0.0,0.0,0.0,0.0,0.0
1,125,,,middle,3.0,0.85,0.15,0.0,0.0,0.0,0.0,0.0
1,126,,,low,2.0,0.5,0.15,0.0,0.0,0.0,0.0,0.0
1,127,,,high,2.0,0.64,0.15,0.0,0.0,0.0,0.0,0.0
1,128,,,middle,5.0,0.85,0.15,0.0,0.0,0.0,0.0,0.0
1,129,,,middle,3.0,0.55,0.15,0.0,0.0,0.0,0.0,0.0
1,130,,,high,5.0,0.61,0.15,0.0,0.0,0.0,0.0,0.0
1,131,,,low,5.0,0.49,0.15,0.0,0.0,0.0,0.0,0.0
1,132,,,middle,3.0,0.54,0.15,0.0,0.0,0.0,0.0,0.0
1,133,,,high,3.0,0.95,0.15,0.0,0.0,0.0,0.0,0.0
1,134,,,low,1.0,0.56,0.15,0.0,0.0,0.0,0.0,0.0
1,135,,,low,4.0,0.8,0.15,0.0,0.0,0.0,0.0,0.0
1,136,,,high,4.0,0.42,0.15,0.0,0.0,0.0,0.0,0.0
1,137,,,middle,3.0,0.49,0.15,0.0,0.0,0.0,0.0,0.0
1,138,,,high,4.0,0.74,0.15,0.0,0.0,0.0,0.0,0.0
1,139,,,low,3.0,0.85,0.15,0.0,0.0,0.0,0.0,0.0
1,140,,,middle,3.0,0.46,0.15,0.0,0.0,0.0,0.0,0.0
1,141,,,high,3.0,0.78,0.15,0.0,0.0,0.0,0.0,0.0
1,142,,,low,3.0,0.61,0.15,0.0,0.0,0.0,0.0,0.0
1,143,,,middle,2.0,0.74,0.15,0.0,0.0,0.0,0.0,0.0
1,144,,,low,5.0,0.89,0.15,0.0,0.0,0.0,0.0,0.0
1,145,,,middle,4.0,0.46,0.15,0.0,0.0,0.0,0.0,0.0
1,146,,,middle,1.0,0.81,0.15,0.0,0.0,0.0,0.0,0.0
1,147,,,high,3.0,0.42,0.15,0.0,0.0,0.0,0.0,0.0
1,148,,,low,3.0,0.56,0.15,0.0,0.0,0.0,0.0,0.0
1,149,,,middle,1.0,0.96,0.15,0.0,0.0,0.0,0.0,0.0
1,150,,,high,4.0,0.96,0.15,0.0,0.0,0.0,0.0,0.0
1,151,,,middle,1.0,0.66,0.15,0.0,0.0,0.0,0.0,0.0
1,152,,,low,2.0,0.82,0.15,0.0,0.0,0.0,0.0,0.0
1,153,,,high,3.0,0.5,0.15,0.0,0.0,0.0,0.0,0.0
1,154,,,low,3.0,0.46,0.15,0.0,0.0,0.0,0.0,0.0
1,155,,,high,4.0,0.49,0.15,0.0,0.0,0.0,0.0,0.0
1,156,,,high,4.0,0.89,0.15,0.0,0.0,0.0,0.0,0.0
1,157,,,middle,3.0,0.59,0.15,0.0,0.0,0.0,0.0,0.0
1,158,,,middle,1.0,0.46,0.15,0.0,0.0,0.0,0.0,0.0
1,159,,,low,2.0,0.57,0.15,0.0,0.0,0.0,0.0,0.0
1,160,,,middle,1.0,0.84,0.15,0.0,0.0,0.0,0.0,0.0
1,161,,,low,5.0,0.95,0.15,0.0,0.0,0.0,0.0,0.0
1,162,,,high,2.0,0.42,0.15,0.0,0.0,0.0,0.0,0.0
1,163,,,high,3.0,0.89,0.15,0.0,0.0,0.0,0.0,0.0
1,164,,,high,4.0,0.95,0.15,0.0,0.0,0.0,0.0,0.0
1,165,,,middle,3.0,0.41,0.15,0.0,0.0,0.0,0.0,0.0
1,166,,,high,4.0,0.85,0.15,0.0,0.0,0.0,0.0,0.0
1,167,,,low,3.0,0.8,0.15,0.0,0.0,0.0,0.0,0.0
1,168,,,high,5.0,0.69,0.15,0.0,0.0,0.0,0.0,0.0
1,169,,,middle,5.0,0.47,0.15,0.0,0.0,0.0,0.0,0.0
1,170,,,high,2.0,0.49,0.15,0.0,0.0,0.0,0.0,0.0
1,171,,,low,1.0,0.98,0.15,0.0,0.0,0.0,0.0,0.0
1,172,,,middle,1.0,0.9,0.15,0.0,0.0,0.0,0.0,0.0
1,173,,,middle,2.0,0.61,0.15,0.0,0.0,0.0,0.0,0.0
1,174,,,low,1.0,0.89,0.15,0.0,0.0,0.0,0.0,0.0
1,175,,,low,4.0,0.79,0.15,0.0,0.0,0.0,0.0,0.0
1,176,,,low,5.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0
1,177,,,middle,1.0,0.54,0.15,0.0,0.0,0.0,0.0,0.0
1,178,,,low,2.0,0.69,0.15,0.0,0.0,0.0,0.0,0.0
1,179,,,low,5.0,0.68,0.15,0.0,0.0,0.0,0.0,0.0
1,180,,,low,1.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0
1,181,,,high,2.0,0.53,0.15,0.0,0.0,0.0,0.0,0.0
1,182,,,middle,3.0,0.64,0.15,0.0,0.0,0.0,0.0,0.0
1,183,,,middle,4.0,0.62,0.15,0.0,0.0,0.0,0.0,0.0
1,184,,,low,4.0,0.41,0.15,0.0,0.0,0.0,0.0,0.0
1,185,,,middle,5.0,0.67,0.15,0.0,0.0,0.0,0.0,0.0
1,186,,,high,5.0,0.44,0.15,0.0,0.0,0.0,0.0,0.0
1,187,,,high,2.0,0.88,0.15,0.0,0.0,0.0,0.0,0.0
1,188,,,low,4.0,0.89,0.15,0.0,0.0,0.0,0.0,0.0
1,189,,,high,2.0,0.5,0.15,0.0,0.0,0.0,0.0,0.0
1,190,,,low,2.0,0.65,0.15,0.0,0.0,0.0,0.0,0.0
1,191,,,middle,2.0,0.91,0.15,0.0,0.0,0.0,0.0,0.0
1,192,,,middle,2.0,0.52,0.15,0.0,0.0,0.0,0.0,0.0
1,193,,,high,2.0,0.78,0.15,0.0,0.0,0.0,0.0,0.0
1,194,,,middle,2.0,0.48,0.15,0.0,0.0,0.0,0.0,0.0
1,195,,,high,1.0,0.92,0.15,0.0,0.0,0.0,0.0,0.0
1,196,,,low,4.0,0.53,0.15,0.0,0.0,0.0,0.0,0.0
1,197,,,middle,4.0,0.71,0.15,0.0,0.0,0.0,0.0,0.0
1,198,,,low,3.0,0.67,0.15,0.0,0.0,0.0,0.0,0.0
1,199,,,low,3.0,0.5,0.15,0.0,0.0,0.0,0.0,0.0
1,200,,,high,3.0,0.77,0.15,0.0,0.0,0.0,0.0,0.0
1,201,,,low,5.0,0.62,0.15,0.0,0.0,0.0,0.0,0.0
1,202,,,high,1.0,0.81,0.15,0.0,0.0,0.0,0.0,0.0
1,203,,,middle,2.0,0.62,0.15,0.0,0.0,0.0,0.0,0.0
1,204,,,middle,1.0,0.55,0.15,0.0,0.0,0.0,0.0,0.0
1,205,,,high,3.0,0.82,0.15,0.0,0.0,0.0,0.0,0.0
1,206,,,low,2.0,0.67,0.15,0.0,0.0,0.0,0.0,0.0
1,207,,,middle,4.0,0.69,0.15,0.0,0.0,0.0,0.0,0.0
1,208,,,high,4.0,0.48,0.15,0.0,0.0,0.0,0.0,0.0
1,209,,,middle,1.0,0.82,0.15,0.0,0.0,0.0,0.0,0.0
1,210,,,middle,2.0,0.59,0.15,0.0,0.0,0.0,0.0,0.0
1,211,,,low,4.0,0.91,0.15,0.0,0.0,0.0,0.0,0.0
1,212,,,high,4.0,0.52,0.15,0.0,0.0,0.0,0.0,0.0
1,213,,,middle,2.0,0.65,0.15,0.0,0.0,0.0,0.0,0.0
1,214,,,low,4.0,0.53,0.15,0.0,0.0,0.0,0.0,0.0
1,215,,,middle,4.0,0.53,0.15,0.0,0.0,0.0,0.0,0.0
1,216,,,high,1.0,0.88,0.15,0.0,0.0,0.0,0.0,0.0
1,217,,,low,1.0,0.71,0.15,0.0,0.0,0.0,0.0,0.0
1,218,,,high,2.0,0.62,0.15,0.0,0.0,0.0,0.0,0.0
1,219,,,high,3.0,0.53,0.15,0.0,0.0,0.0,0.0,0.0
1,220,,,high,5.0,0.77,0.15,0.0,0.0,0.0,0.0,0.0
1,221,,,high,5.0,0.63,0.15,0.0,0.0,0.0,0.0,0.0
1,222,,,middle,1.0,0.71,0.15,0.0,0.0,0.0,0.0,0.0
1,223,,,middle,4.0,0.67,0.15,0.0,0.0,0.0,0.0,0.0
1,224,,,high,2.0,0.52,0.15,0.0,0.0,0.0,0.0,0.0
1,225,,,low,5.0,0.78,0.15,0.0,0.0,0.0,0.0,0.0
1,226,,,high,1.0,0.96,0.15,0.0,0.0,0.0,0.0,0.0
1,227,,,middle,4.0,0.43,0.15,0.0,0.0,0.0,0.0,0.0
1,228,,,high,1.0,0.81,0.15,0.0,0.0,0.0,0.0,0.0
1,229,,,middle,2.0,0.56,0.15,0.0,0.0,0.0,0.0,0.0
1,230,,,low,5.0,0.62,0.15,0.0,0.0,0.0,0.0,0.0
1,231,,,low,2.0,0.69,0.15,0.0,0.0,0.0,0.0,0.0
1,232,,,low,5.0,0.61,0.15,0.0,0.0,0.0,0.0,0.0
1,233,,,middle,5.0,0.79,0.15,0.0,0.0,0.0,0.0,0.0
1,234,,,high,5.0,0.89,0.15,0.0,0.0,0.0,0.0,0.0
1,235,,,middle,1.0,0.55,0.15,0.0,0.0,0.0,0.0,0.0
1,236,,,low,3.0,0.66,0.15,0.0,0.0,0.0,0.0,0.0
1,237,,,low,2.0,0.66,0.15,0.0,0.0,0.0,0.0,0.0
1,238,,,low,5.0,0.58,0.15,0.0,0.0,0.0,0.0,0.0
1,239,,,low,1.0,0.52,0.15,0.0,0.0,0.0,0.0,0.0
1,240,,,high,5.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0
1,241,,,high,1.0,0.85,0.15,0.0,0.0,0.0,0.0,0.0
1,242,,,high,3.0,0.57,0.15,0.0,0.0,0.0,0.0,0.0
1,243,,,high,5.0,0.81,0.15,0.0,0.0,0.0,0.0,0.0
1,244,,,low,2.0,0.93,0.15,0.0,0.0,0.0,0.0,0.0
1,245,,,middle,5.0,0.98,0.15,0.0,0.0,0.0,0.0,0.0
1,246,,,high,4.0,0.73,0.15,0.0,0.0,0.0,0.0,0.0
1,247,,,middle,3.0,0.96,0.15,0.0,0.0,0.0,0.0,0.0
1,248,,,low,4.0,0.43,0.15,0.0,0.0,0.0,0.0,0.0
1,249,,,high,1.0,0.61,0.15,0.0,0.0,0.0,0.0,0.0
1,250,,,high,2.0,0.45,0.15,0.0,0.0,0.0,0.0,0.0
1,251,,,high,4.0,0.55,0.15,0.0,0.0,0.0,0.0,0.0
1,252,,,high,5.0,0.65,0.15,0.0,0.0,0.0,0.0,0.0
1,253,,,middle,5.0,0.75,0.15,0.0,0.0,0.0,0.0,0.0
1,254,,,low,3.0,0.4,0.15,0.0,0.0,0.0,0.0,0.0
1,255,,,high,5.0,0.45,0.15,0.0,0.0,0.0,0.0,0.0
1,256,,,high,3.0,0.56,0.15,0.0,0.0,0.0,0.0,0.0
1,257,,,middle,4.0,0.43,0.15,0.0,0.0,0.0,0.0,0.0
1,258,,,middle,1.0,0.9,0.15,0.0,0.0,0.0,0.0,0.0
1,259,,,middle,4.0,0.72,0.15,0.0,0.0,0.0,0.0,0.0
1,260,,,high,3.0,0.46,0.15,0.0,0.0,0.0,0.0,0.0
1,261,,,high,2.0,0.99,0.15,0.0,0.0,0.0,0.0,0.0
1,262,,,high,2.0,0.41,0.15,0.0,0.0,0.0,0.0,0.0
1,263,,,middle,1.0,0.9,0.15,0.0,0.0,0.0,0.0,0.0
1,264,,,middle,4.0,0.74,0.15,0.0,0.0,0.0,0.0,0.0
1,265,,,low,5.0,0.87,0.15,0.0,0.0,0.0,0.0,0.0
1,266,,,middle,5.0,0.53,0.15,0.0,0.0,0.0,0.0,0.0
1,267,,,middle,3.0,0.86,0.15,0.0,0.0,0.0,0.0,0.0
1,268,,,high,3.0,0.55,0.15,0.0,0.0,0.0,0.0,0.0
1,269,,,middle,3.0,0.49,0.15,0.0,0.0,0.0,0.0,0.0
1,270,,,low,2.0,0.43,0.15,0.0,0.0,0.0,0.0,0.0
1,271,,,middle,3.0,0.53,0.15,0.0,0.0,0.0,0.0,0.0
1,272,,,middle,2.0,0.64,0.15,0.0,0.0,0.0,0.0,0.0
1,273,,,middle,3.0,0.52,0.15,0.0,0.0,0.0,0.0,0.0
1,274,,,low,2.0,0.54,0.15,0.0,0.0,0.0,0.0,0.0
1,275,,,high,2.0,0.77,0.15,0.0,0.0,0.0,0.0,0.0
1,276,,,middle,3.0,0.94,0.15,0.0,0.0,0.0,0.0,0.0
1,277,,,high,3.0,0.5,0.15,0.0,0.0,0.0,0.0,0.0
1,278,,,high,4.0,0.64,0.15,0.0,0.0,0.0,0.0,0.0
1,279,,,high,2.0,0.67,0.15,0.0,0.0,0.0,0.0,0.0
1,280,,,middle,3.0,0.44,0.15,0.0,0.0,0.0,0.0,0.0
1,281,,,middle,1.0,0.55,0.15,0.0,0.0,0.0,0.0,0.0
1,282,,,high,5.0,0.96,0.15,0.0,0.0,0.0,0.0,0.0
1,283,,,high,2.0,0.99,0.15,0.0,0.0,0.0,0.0,0.0
1,284,,,high,4.0,0.53,0.15,0.0,0.0,0.0,0.0,0.0
1,285,,,low,3.0,0.45,0.15,0.0,0.0,0.0,0.0,0.0
1,286,,,middle,2.0,0.99,0.15,0.0,0.0,0.0,0.0,0.0
1,287,,,high,2.0,0.92,0.15,0.0,0.0,0.0,0.0,0.0
1,288,,,middle,4.0,0.97,0.15,0.0,0.0,0.0,0.0,0.0
1,289,,,high,3.0,0.82,0.15,0.0,0.0,0.0,0.0,0.0
1,290,,,high,2.0,0.49,0.15,0.0,0.0,0.0,0.0,0.0
1,291,,,high,2.0,0.63,0.15,0.0,0.0,0.0,0.0,0.0
1,292,,,high,3.0,0.42,0.15,0.0,0.0,0.0,0.0,0.0
1,293,,,high,1.0,0.5,0.15,0.0,0.0,0.0,0.0,0.0
1,294,,,middle,3.0,0.74,0.15,0.0,0.0,0.0,0.0,0.0
1,295,,,middle,2.0,0.88,0.15,0.0,0.0,0.0,0.0,0.0
1,296,,,middle,3.0,0.6,0.15,0.0,0.0,0.0,0.0,0.0
1,297,,,low,4.0,0.68,0.15,0.0,0.0,0.0,0.0,0.0
1,298,,,high,1.0,0.84,0.15,0.0,0.0,0.0,0.0,0.0
1,299,,,low,4.0,0.54,0.15,0.0,0.0,0.0,0.0,0.0
1,300,,,high,4.0,0.49,0.15,0.0,0.0,0.0,0.0,0.0
1,301,,,middle,3.0,0.56,0.15,0.0,0.0,0.0,0.0,0.0
1,302,,,high,5.0,0.47,0.15,0.0,0.0,0.0,0.0,0.0
1,303,,,low,2.0,0.43,0.15,0.0,0.0,0.0,0.0,0.0
1,304,,,low,2.0,0.72,0.15,0.0,0.0,0.0,0.0,0.0
1,305,,,low,4.0,0.86,0.15,0.0,0.0,0.0,0.0,0.0
1,306,,,middle,1.0,0.54,0.15,0.0,0.0,0.0,0.0,0.0
1,307,,,middle,4.0,0.56,0.15,0.0,0.0,0.0,0.0,0.0
1,308,,,middle,3.0,0.59,0.15,0.0,0.0,0.0,0.0,0.0
1,309,,,high,5.0,0.67,0.15,0.0,0.0,0.0,0.0,0.0
1,310,,,low,2.0,0.81,0.15,0.0,0.0,0.0,0.0,0.0
1,311,,,high,2.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0
1,312,,,high,5.0,0.61,0.15,0.0,0.0,0.0,0.0,0.0
1,313,,,low,1.0,0.73,0.15,0.0,0.0,0.0,0.0,0.0
1,314,,,low,2.0,0.62,0.15,0.0,0.0,0.0,0.0,0.0
1,315,,,high,4.0,0.77,0.15,0.0,0.0,0.0,0.0,0.0
1,316,,,middle,3.0,0.53,0.15,0.0,0.0,0.0,0.0,0.0
1,317,,,middle,4.0,0.84,0.15,0.0,0.0,0.0,0.0,0.0
1,318,,,middle,2.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0
1,319,,,high,1.0,0.86,0.15,0.0,0.0,0.0,0.0,0.0
1,320,,,high,3.0,0.66,0.15,0.0,0.0,0.0,0.0,0.0
1,321,,,low,5.0,0.63,0.15,0.0,0.0,0.0,0.0,0.0
1,322,,,middle,4.0,0.74,0.15,0.0,0.0,0.0,0.0,0.0
1,323,,,low,4.0,0.47,0.15,0.0,0.0,0.0,0.0,0.0
1,324,,,middle,2.0,0.64,0.15,0.0,0.0,0.0,0.0,0.0
1,325,,,middle,5.0,0.55,0.15,0.0,0.0,0.0,0.0,0.0
1,326,,,middle,3.0,0.64,0.15,0.0,0.0,0.0,0.0,0.0
1,327,,,high,2.0,0.92,0.15,0.0,0.0,0.0,0.0,0.0
1,328,,,high,1.0,0.78,0.15,0.0,0.0,0.0,0.0,0.0
1,329,,,high,5.0,0.64,0.15,0.0,0.0,0.0,0.0,0.0
1,330,,,high,3.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0
1,331,,,high,2.0,0.83,0.15,0.0,0.0,0.0,0.0,0.0
1,332,,,middle,5.0,0.64,0.15,0.0,0.0,0.0,0.0,0.0
1,333,,,middle,2.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0
1,334,,,low,1.0,0.61,0.15,0.0,0.0,0.0,0.0,0.0
1,335,,,low,5.0,0.47,0.15,0.0,0.0,0.0,0.0,0.0
1,336,,,middle,1.0,0.46,0.15,0.0,0.0,0.0,0.0,0.0
1,337,,,low,1.0,0.57,0.15,0.0,0.0,0.0,0.0,0.0
1,338,,,high,5.0,0.54,0.15,0.0,0.0,0.0,0.0,0.0
1,339,,,middle,2.0,0.66,0.15,0.0,0.0,0.0,0.0,0.0
1,340,,,low,4.0,0.6,0.15,0.0,0.0,0.0,0.0,0.0
1,341,,,high,2.0,0.97,0.15,0.0,0.0,0.0,0.0,0.0
1,342,,,low,2.0,0.78,0.15,0.0,0.0,0.0,0.0,0.0
1,343,,,high,4.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0
1,344,,,low,4.0,0.76,0.15,0.0,0.0,0.0,0.0,0.0
1,345,,,high,5.0,0.77,0.15,0.0,0.0,0.0,0.0,0.0
1,346,,,middle,5.0,0.89,0.15,0.0,0.0,0.0,0.0,0.0
1,347,,,low,1.0,0.95,0.15,0.0,0.0,0.0,0.0,0.0
1,348,,,middle,2.0,0.68,0.15,0.0,0.0,0.0,0.0,0.0
1,349,,,middle,3.0,0.41,0.15,0.0,0.0,0.0,0.0,0.0
1,350,,,high,3.0,0.88,0.15,0.0,0.0,0.0,0.0,0.0
1,351,,,low,1.0,0.8,0.15,0.0,0.0,0.0,0.0,0.0
2,52,,,middle,1.0,0.73,0.15,1500.0,7300.0,2700.0,70.0,5021.0
2,53,,,high,1.0,0.58,0.15,1500.0,5800.0,4200.0,100.0,5030.0
2,54,,,low,1.0,0.45,0.15,1500.0,4500.0,5500.0,35.0,5010.5
2,55,,,low,2.0,0.81,0.15,3000.0,16200.000000000002,3799.999999999998,35.0,10010.5
2,56,,,middle,3.0,0.5,0.15,4500.0,15000.0,15000.0,70.0,15021.0
2,57,,,low,5.0,0.96,0.15,7500.0,48000.0,2000.0,35.0,25010.5
2,58,,,low,1.0,0.92,0.15,1500.0,9200.0,800.0,35.0,5010.5
2,59,,,low,2.0,0.75,0.15,3000.0,15000.0,5000.0,35.0,10010.5
2,60,,,middle,2.0,0.94,0.15,3000.0,18800.0,1200.0,70.0,10021.0
2,61,,,low,4.0,0.92,0.15,6000.0,36800.0,3200.0,35.0,20010.5
2,62,,,low,1.0,0.68,0.15,1500.0,6800.000000000001,3199.999999999999,35.0,5010.5
2,63,,,low,1.0,0.91,0.15,1500.0,9100.0,900.0,35.0,5010.5
2,64,,,high,3.0,1.0,0.15,4500.0,30000.0,0.0,100.0,15030.0
2,65,,,middle,5.0,0.92,0.15,7500.0,46000.0,4000.0,70.0,25021.0
2,66,,,high,2.0,0.79,0.15,3000.0,15800.0,4200.0,100.0,10030.0
2,67,,,middle,1.0,0.8,0.15,1500.0,8000.0,2000.0,70.0,5021.0
2,68,,,middle,3.0,0.68,0.15,4500.0,20400.0,9600.0,70.0,15021.0
2,69,,,low,2.0,0.71,0.15,3000.0,14200.0,5800.0,35.0,10010.5
2,70,,,high,5.0,0.53,0.15,7500.0,26500.0,23500.0,100.0,25030.0
2,71,,,middle,4.0,0.57,0.15,6000.0,22799.999999999996,17200.000000000004,70.0,20021.0
2,72,,,high,3.0,0.54,0.15,4500.0,16200.000000000002,13799.999999999998,100.0,15030.0
2,73,,,low,1.0,0.83,0.15,1500.0,8300.0,1700.0,35.0,5010.5
2,74,,,middle,4.0,0.79,0.15,6000.0,31600.0,8400.0,70.0,20021.0
2,75,,,low,3.0,0.83,0.15,4500.0,24900.0,5100.0,35.0,15010.5
2,76,,,high,1.0,0.85,0.15,1500.0,8500.0,1500.0,100.0,5030.0
2,77,,,middle,4.0,0.57,0.15,6000.0,22799.999999999996,17200.000000000004,70.0,20021.0
2,78,,,middle,2.0,0.6,0.15,3000.0,12000.0,8000.0,70.0,10021.0
2,79,,,middle,1.0,0.67,0.15,1500.0,6700.0,3300.0,70.0,5021.0
2,80,,,low,4.0,0.56,0.15,6000.0,22400.000000000004,17599.999999999996,35.0,20010.5
2,81,,,high,1.0,0.67,0.15,1500.0,6700.0,3300.0,100.0,5030.0
2,82,,,middle,4.0,0.51,0.15,6000.0,20400.0,19600.0,70.0,20021.0
2,83,,,middle,3.0,0.83,0.15,4500.0,24900.0,5100.0,70.0,15021.0
2,84,,,middle,4.0,0.61,0.15,6000.0,24400.0,15600.0,70.0,20021.0
2,85,,,high,5.0,0.51,0.15,7500.0,25500.0,24500.0,100.0,25030.0
2,86,,,low,1.0,0.91,0.15,1500.0,9100.0,900.0,35.0,5010.5
2,87,,,middle,2.0,0.5,0.15,3000.0,10000.0,10000.0,70.0,10021.0
2,88,,,middle,1.0,0.44,0.15,1500.0,4400.0,5600.0,70.0,5021.0
2,89,,,low,3.0,0.67,0.15,4500.0,20100.0,9900.0,35.0,15010.5
